what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1440499864085
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1440499864562
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1440499864588
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1440499865151
error,log,,,"Help documentation could not be indexed completely.",1440499874376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499879045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499891328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499891622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499894132
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1440499901098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499915123
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1440499918799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499932920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499940726
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440499942689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1440499944525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499948279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499949926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499950846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499954063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499957772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499957836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499958730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499981145
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1440499982730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440499992284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500033583
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440500035182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1440500036681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1440500038427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500044152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500044217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500045158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500086335
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1440500089123
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1440500112849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500115427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500118203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500118215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500123753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500125685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440500127250
