what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440501901651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440501901852
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440501903913
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1440501993504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440501995192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1440502026767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1440502027891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502032229
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502032295
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502032361
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502124706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1440502128347
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502130106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1440502131505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1440502148355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1440502150697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502170997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502171433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502171457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502171482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502171506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502171684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502171819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502171913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502172019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502172391
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1440502250550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502257766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502257887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502265413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502265546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1440502321543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502325562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502327617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502329677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502339294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502340739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502344486
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1440502350950
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502354893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1440502357935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502369908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502369999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1440502372394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502379251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502379331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502381197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502387262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502390151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502394890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502395098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502398285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502407891
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1440502412411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502416047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1440502417792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502427123
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502428378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1440502430179
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1440502434911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502436082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1440502437517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440502444056
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502444120
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1440502444178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502446784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502447252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440502447383
